,out_degree,in_degree,out_degree_centrality,in_degree_centrality,avg_trust_given,avg_trust_received,total_trust_given,total_trust_received,trust_ratio,positive_trust_given_count,negative_trust_given_count,positive_trust_received_count,negative_trust_received_count,positive_trust_given_avg,negative_trust_given_avg,trust_selectivity,betweenness_centrality,eigenvector_centrality,community,cluster,pca_x,pca_y,tsne_x,tsne_y
1,490,397,0.12959534514678658,0.10499867759851893,1.2326530612244897,1.8841309823677581,604,748,0.8074866310160428,486,4,397,0,1.2510288065843622,-1.0,0.6642399000416497,0.12135180484989781,0.09963635947406001,5,2,57.03004165535578,7.535192182559259,58.743855,1.9508662
3,243,251,0.06426871198095742,0.06638455435070088,2.02880658436214,2.4302788844621515,493,610,0.8081967213114755,241,2,250,1,2.091286307053942,-5.5,2.6205693576521205,0.07387897311517039,0.1284811735900231,2,2,32.473574226395705,4.925876122997078,58.382294,1.8927019
15,197,123,0.052102618354932566,0.03253107643480561,0.3299492385786802,2.024390243902439,65,249,0.26104417670682734,152,45,113,10,1.5921052631578947,-3.933333333333333,10.708392383210082,0.05995858952723257,0.033083128742397216,6,2,24.654186509446067,-1.9692076239766625,57.427193,0.32325056
4,215,201,0.056863263686855334,0.05316053953980429,2.213953488372093,2.925373134328358,476,588,0.8095238095238095,209,6,201,0,2.3684210526315788,-3.1666666666666665,3.005386695511087,0.05627510486599417,0.17536688920591306,17,2,27.032771246227707,4.701779698918253,58.16852,1.8474692
2,195,205,0.0515736577624967,0.05421846072467602,2.0358974358974358,3.5853658536585367,397,735,0.5401360544217687,186,9,205,0,2.5376344086021505,-8.333333333333334,9.942301117685734,0.0540203907061372,0.27402565454350686,17,2,26.654158565049865,4.903826098122985,58.127857,1.8357096
11,203,203,0.05368950013224015,0.05368950013224015,0.7783251231527094,1.3940886699507389,158,283,0.558303886925795,183,20,183,20,1.9562841530054644,-10.0,16.694702613506763,0.05203785696145742,0.015374845219450187,2,2,27.462708596252394,-2.8147845900818544,58.0981,0.79786944
13,125,119,0.03306003702724147,0.03147315524993388,1.176,2.176470588235294,147,259,0.5675675675675675,114,11,115,4,2.017543859649123,-7.545454545454546,11.377024,0.04875440407311129,0.06987616590987408,1,2,17.73747552358276,0.9337540980836788,57.098812,1.8434844
10,177,164,0.046813012430573925,0.04337476857974081,1.6045197740112995,1.7560975609756098,284,288,0.9861111111111112,166,11,163,1,1.9337349397590362,-3.3636363636363638,4.69105301797057,0.036013884117939966,0.0803165725361022,17,2,21.188827944628404,2.3231856603067382,57.388073,1.825527
8,259,134,0.06850039672044433,0.03544035969320286,-0.37065637065637064,2.574626865671642,-96,345,-0.2782608695652174,123,136,134,0,1.4227642276422765,-1.9926470588235294,6.959138951416945,0.03508875022713643,0.06964694684187012,19,2,30.51002800673677,-4.282530412291484,57.16967,-0.5183966
22,148,103,0.0391430838402539,0.027241470510446973,1.864864864864865,1.9902912621359223,276,205,1.3463414634146342,136,12,101,2,2.3970588235294117,-4.166666666666667,6.83308984660336,0.03435879123544168,0.10464580867376069,10,2,16.582683851536306,1.8155721566999488,56.839672,1.8496846
5,174,146,0.04601957154192013,0.038614123247818044,-0.5172413793103449,2.671232876712329,-90,390,-0.23076923076923078,130,44,145,1,2.3615384615384616,-9.022727272727273,28.985334918747515,0.03396303760150261,0.12244081676657576,2,2,22.252208250758166,-0.8039617599902317,57.24053,0.27649295
6,148,139,0.0391430838402539,0.036762761174292516,1.7027027027027026,2.79136690647482,252,388,0.6494845360824743,142,6,139,0,2.140845070422535,-8.666666666666666,8.384587289992695,0.03223759449935433,0.13496851838867324,2,2,17.988279991020825,2.8730164041735784,56.964447,2.0721512
7,212,195,0.05606982279820154,0.0515736577624967,0.14150943396226415,1.8974358974358974,30,370,0.08108108108108109,172,40,186,9,2.0348837209302326,-8.0,18.87620149519402,0.0317569589782901,0.21877941504113266,18,2,26.80912737432548,-0.6049758339494359,57.483917,0.48606396
16,120,110,0.03173763554615182,0.029092832583972498,2.025,2.190909090909091,243,241,1.008298755186722,117,3,110,0,2.1880341880341883,-4.333333333333333,3.757708333333333,0.03008903043282064,0.06191689390286542,17,0,14.366471381507788,2.346274144799683,56.45609,2.5431488
177,202,198,0.05342501983602222,0.052367098651150495,1.4504950495049505,0.21717171717171718,293,43,6.813953488372093,184,18,156,42,2.4456521739130435,-8.722222222222221,14.435668071757675,0.028648962067553064,0.0312608275487032,3,2,25.667065501594063,-6.525705502402971,58.45069,0.14619446
9,143,133,0.03782068235916425,0.03517587939698493,1.3006993006993006,2.4135338345864663,186,321,0.5794392523364486,126,17,126,7,2.1746031746031744,-5.176470588235294,11.245244266223288,0.02745037954247217,0.15399921573106745,3,2,17.987361568529103,0.5437904414744437,56.760117,1.404142
14,93,97,0.024596667548267656,0.025654588733139385,2.010752688172043,2.6082474226804124,187,253,0.7391304347826086,92,1,95,2,2.141304347826087,-10.0,5.128916637761591,0.02541925171361989,0.09610720506608246,10,0,12.00665505021444,1.9785792597272178,55.538437,3.206412
63,40,38,0.010579211848717272,0.010050251256281409,1.25,2.473684210526316,50,94,0.5319148936170213,36,4,38,0,2.361111111111111,-8.75,15.3875,0.023128262789318156,0.043116611164871595,10,0,6.095574905985389,0.4849430286332383,49.039062,6.8407936
40,84,80,0.02221634488230627,0.021158423697434543,1.5952380952380953,1.75,134,140,0.9571428571428572,84,0,80,0,1.5952380952380953,0.0,2.1933106575963723,0.021991711022531574,0.08600951796082644,17,0,10.0905394150032,2.0429015875531067,54.792515,3.5777621
23,62,65,0.016397778365511772,0.017191219254165568,2.564516129032258,3.1384615384615384,159,204,0.7794117647058824,62,0,65,0,2.564516129032258,0.0,3.5361602497398534,0.0199407644378543,0.062396420614575655,17,0,7.954211590499248,2.089680975383496,53.019394,4.49033
7603,66,93,0.017455699550383497,0.024596667548267656,2.8181818181818183,-2.2903225806451615,186,-213,-0.8732394366197183,65,1,52,41,3.0153846153846153,-10.0,10.269972451790634,0.01991070448204861,-0.03939856875746081,10,0,11.267421443170369,-8.750807961119458,54.836887,-4.509529
58,131,79,0.034646918804549065,0.02089394340121661,0.7251908396946565,1.2911392405063291,95,102,0.9313725490196079,110,21,75,4,1.7727272727272727,-4.761904761904762,7.832876871977158,0.01989874292498295,0.03468754983252601,2,0,13.397339676144343,-0.5919814261198693,55.64999,-0.08290523
75,54,53,0.014281935995768318,0.014017455699550384,1.5740740740740742,1.5849056603773586,85,84,1.0119047619047619,54,0,53,0,1.5740740740740742,0.0,1.2074759945130313,0.01909075010620098,0.05766682502524131,18,0,6.78341440701704,1.4836794886633535,52.531166,4.790891
95,122,101,0.03226659613858768,0.02671250991801111,0.16393442622950818,0.7326732673267327,20,74,0.2702702702702703,98,24,90,11,1.653061224489796,-5.916666666666667,14.743617307175489,0.018419424336171525,0.1313499268988243,3,0,14.897129666096586,-2.1111873480759584,55.80402,-0.17273232
19,103,97,0.027241470510446973,0.025654588733139385,1.7281553398058251,2.216494845360825,178,215,0.827906976744186,97,6,94,3,2.2371134020618557,-6.5,8.780469412762747,0.018172500617647507,0.10634808892365095,2,0,12.181407498470383,1.2194974358272945,55.422615,2.687084
33,136,118,0.03596932028563872,0.031208674953715952,1.2058823529411764,1.4152542372881356,164,167,0.9820359281437125,132,4,118,0,1.3863636363636365,-4.75,1.6929065743944636,0.01815339882283347,0.0408317555257914,20,0,14.329701995475888,1.7841516155936414,56.141945,2.5600886
43,98,78,0.025919069029357315,0.02062946310499868,-0.5612244897959183,1.5769230769230769,-55,123,-0.44715447154471544,73,25,76,2,1.9315068493150684,-7.84,23.20543523531861,0.017894119804296043,0.04256495899960317,18,0,11.922520850298277,-1.7170775055657697,55.50041,-0.34293216
140,33,32,0.008727849775191749,0.008463369478973817,1.121212121212121,1.65625,37,53,0.6981132075471698,32,1,32,0,1.46875,-10.0,4.288337924701561,0.01581735854212854,0.023686907862294396,8,0,4.299658652578026,0.612028619212385,47.105976,8.02555
67,62,61,0.016397778365511772,0.01613329806929384,1.9193548387096775,1.5245901639344261,119,93,1.2795698924731183,62,0,61,0,1.9193548387096775,0.0,3.7515608740894915,0.014912943010405348,0.04941653077736911,2,0,7.183995255609,1.4380951903805073,52.82869,4.239044
20,57,53,0.015075376884422112,0.014017455699550384,3.5789473684210527,4.018867924528302,204,213,0.9577464788732394,53,4,53,0,4.188679245283019,-4.5,11.226223453370267,0.01487376685080651,0.12135192576825952,10,0,7.102347705226116,2.2756334639678073,51.792656,4.3144393
